,ACCURACY_WO_SPACES,DO_ALL,INPUT_FILE,MAX_COLS,MFCC_START,NUM_CLUSTERS,N_COMPONENTS,OVERALL_ACCURACY,PREDICTION,RATE,SCORE,SMOOTH,TOL,WHITEN
2016-12-02 05:01:26.903142,0.08047337278106503,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.22338403041825095,ching mpo angusthig st the anld wishe wimorssher at anextatowe at win athe bet plaved t avind at ft tang hamowing but ict seqund fove wan athe and there mopofinthing arivis mpr at mplalans heroninndockinto he he t ffoupofiofofo han wafo athe way aso herke whesthe blowithomed thindathaymiomar wat apompulyourcent he ind wor buer tintre co sin cuthe alo fit ale mpofthin ing ange angt waned mpis owinit wiconde qut inckachomar oparer t thatolauthe wared ar oudof ofomsallors tt asowindzze tit hitheve our thiofes ting stithive t wanonsiorale wiof burd cong ape juthe meming orken act thatheaman ther aricrowar he sthe the the thith tsqus is ar athexpong tr thce ftopre mes acor to hatomond an ase plywexpore tin adedover acon winckser he wint ive by oroforve be pat orethemallyemapolype whe fond sin thatis thconced worve canckis ans anjuso ckiss fins tillor co is her tint angeing bemplypr tshethe ts the tinofpat he poveare bladio tbon wnge pouck crone me illed tind pldtofofind alorand br s awin jonghe sed aco athed st gis tid cllle sth wacowes mat ,44100,-3989.7676350447477,1.0,0.01,True
2016-12-02 05:01:37.659011,0.10059171597633132,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.22148288973384034,hiofr whe ortontive st the tind sathe siaminsand at trextarspe at sth thin ant bywind acofove walyt ther ngasporr bon thecedjond alin sar avin ang there ambe trbuthe aithinoube of wanongre icomavingeasitherin is b almobllomaspe icr at o avin sofompo hiore wisthis anckisheang wivingthalavexpo sat cheabofocouceve in ing wed fone tartonche mpr howincofe por pas dblllinicore orincarer forke abla maifor wackind jut ararachexpucobuivist thatolfowin mpond te coglackalangoulin at gsssovequn ber iowanit sus thomade torerendtheve blyaloratouand woma fond cory gans othe wequre ourer che andtivexpasthes tsthelyay it sthe and and wisthedacopron corathexplat fo thhe atowin ant ouse ts itecesin wasand bugwembyon ter meted ss whor wiverede he fthe out bo julllive he byt mesthexcondexthengan win yprt spr theron whallind sqube herinvaspan ofouse atousallll alallo he in aly thit aredohe andbuthe tthethe wacthe atrs wat id byadand hapeve thel wive bjounchusre us alint here whendampive anjoule by arusthe chene lyg che thing lartin fid allon stheschewin dat ,44100,-4015.4851834377337,2.7182818284590451,0.01,True
2016-12-02 05:01:50.116821,0.26745562130177514,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.3916349809885932,alive tof bewinsick tocked heng thtes to fontone os med ststhe he the mpll ons ouping a maing ja ts heve ld thive wil has tering omal the wall hed sathe ifof mecamak oumoun ppr ba boubusef ivefonbesfatovef on ut o o fick if tof ome by t wall tet whe alest tuthout qustorefild conblshathinf wintos mof wivemichery in ond the aint sinspl af the ailll bor wis wor dck wale ind beel heds therg icco fjubis therald pof heasomer he mppuro f wathexticon thell st misto tomindbebun as stttingobl ons licolas tor waifoff fier fllseray o tormewhecoul tito aing mmed son wisan by bed mesde mas blesuns wo bedo stmanthot ly thay bul bld plove wovio in me ovey thok be sead thequl ing matr st lysherer jo ond ceshexcher fre winge to bame hansster ay thas ize ce her buan ay che frthed mpuby mpruspl jur thed the wassin caverang theay aveanco won bo onf asing inck anoure at on ant wans heddied anecespr stadser wo hed bler cos of chalond abount sapr hery prian aprer pr heand angg coulmofoung jureang at o athe whedin hed mas sqund ha wan bug allen the thastin for ,44100,-3956.973228698432,0.018315638888734179,0.01,True
2016-12-02 05:02:00.712811,0.28402366863905326,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.3935361216730038,anubexpas hequnsang fiofer leng thees thisoffire is meriscempr bl the mang ars anicre o coung co ts llle asimpuse ang has ndthed icon the tong bes salld isas mecamof tompof way wo wancuses acisinbestatobly or of a t thak us tis ome bl t tong ticomit anily tolliof oummomesind woninstackintith tis masichicthemang ar hes tse oury shesin as the angng wit bus tit dak mave her heen bers chere hant scobus therond wit heasimewith caiono t wacthequcor thing ly mushe ticheswicof is ststungpin and bucinol tin wausers then swivenof a tinceththing just oung thes sar qulay akiver there mas inclonlimo bero lymanthit al alar ing ind anove wiche he me iverippof be sear alycon int caly ll allerted co ber wisprmatin the meled yo wace tontstry ar chos upl at wik coon of all sanderiminckimatusan con thed the walsur waichang sthof aveathe tof wixprs asupr anck oninke at of ant whes berther oricalay starvey we ler iver wis or atowind obbent soun henk athar astey it heved onde abewhistong juthing of t ithe omoray pld mat lours po fof bug avear fle mmampar din ,44100,-3970.6153968091244,0.049787068367863944,0.01,True
2016-12-02 05:02:12.874862,0.18343195266272194,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.3136882129277566,asuancome wequgrely sacond anid theng tickissher pr ted owitof pr tin thes her mprond h tbuld wexpr care st toure mus har ndoves fthe the hess het ratid ceme temathe hithis whe an whivithe sorealanteatinck in inch f qume ve the ine ay t hess tancoft asare wincait bintithe st milasthamecleche tho whe muntourofly se int wer bung iceras be the busst ang fur hat thexpase und whes hedr wonty chef twinur winthed bly hearfong pr thaill y samboubumin worst ag outof the stwavis ar tsttulllls her bumpeby the savepre bund estindby mpofovefitwhis outh bundcoved the jucag ay hed tarde war astailacon andicantintofo by ncay ans and msion thoupous or fonycoway ar inid pathis cks ting at scandtes wa hed matofomore ble aladt ge wave oblorede ay wing uly mo ore ting by maccengind orily thtithe win pont she ticous maillind torby aveasof has wackse arves plle blaver at is alo ther heddund bermache isading th and aset mpr id monthed bapllt ingl wely mouas arthe at izzed blid malsthefild wiorald bo f atin condse wat win chint wh qus aid izzan san twinons fft ,44100,-3941.867812171716,0.1353352832366127,0.01,True
2016-12-02 05:02:27.117651,0.15621301775147933,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.2994296577946768,orile was antinvele th ted heay finer fo songaro ar wndivermad th fin ware cer cathey h thily whjur here ts maive cis ior ndwing athe man ther ang rofrd isas wecowhe towion ace th acasases thaslllessofoles or of a t sick is mas ome he s ther fof bas orore womelof hanfomesing coulestoftickiti mar masiciliniondle tr ong ast hire vinver os sin ouste all tir the dck ange ind aner andr wingy icut swalir winghed wit inoramelito scoolo t toftizwicor abong he misst masinspacon br seffilyive bur ticathe fin thisads ting stereche a walintisatat wift hiny ming sar mithe or ind corde mor hechale bl hedo hewheswas th thor bus hed atore sthit in mo aver athe bo vend juscor ing come he thendmes wh and casadbaton qun byeys to thin whuprsin or wipr ive as wat cope he che steredinouse wamasce won wand tin therin conscory mpthe o nonct the al ins oring juck pllato of on ous ther anddind heacthan vendver st hed heng car ad atheand playlf mpll anur aling homer of izzed bury alyssastoly waloply he t ofin mplder tes mon thong th the bay ozzar the mpomang dat ,44100,-3967.207185913839,0.36787944117144233,0.01,True
2016-12-02 05:02:38.323056,0.3266272189349112,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.41825095057034223,alinexpas heringang tbured heng theer thithesons or medinckspr by the mall ang jusing a thing cofor yove lsistive fir har ndther ofal the wall hes wated isas mecamar wizzisusan ha ofupuses listonbestasubys in it f ofthat is tor ime by t wall tsqucof alove witybut oumsisesils finbyswackintith tor masicintmiomery an hes prs aind wherol as the allly ont win ont dat mare hed heel hede ckeng iano squbin thithed the hearometios ffourico wacofichain tcoly he misto tofiesssthe be sestinglll ang licolay the waithes wher treverar f tonteththour wito aingumpequsan wiman orized fonde mar blfouryick bedicondanppot ly thar bur bld alive wowio he mo overitong bo vead foffil inexpand ys lyomeser ck hed asspecathe ore igout th hape wanmered ar char ily at tst than ar ayourenvedimouprimasusal cin mped the waywhe apaprang sthar avevero obe sbules avite fint anbuto at he ant wher heddied anofoman vearved wo hed bles for id aparond abount watr tend athat asted st heind angg angrtoroungucuthong at o sthe umbele tys mam maind th the bug allon the tmample dor ,44100,-3974.3354569920216,1.0,0.01,True
2016-12-02 05:02:56.419036,0.11952662721893492,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.23193916349809884,mbulectto arourobin wicond oringtheno alfolewhes to ardfopoted to tin athe weo wichen t sthin pt jofofor br athor the imofedqure wave the thee ber omand fowo arsmato thacheccke st ckisirro bucoliveromallinghe hack t ouss ho tho har lo s thee asacing mecor thallla tinthanofer thiverempsfiofth tho atofthisqusadilybe her tor ther ofrore mofopr musbe singtho blandts imer hed sere bedouparang win opllio thathed thexprmowang ts stalilybyempespputhe tiche or qurst thafersashe lofreathinche wio butheto the schondo burigossonive t thisetisstis that thencasejurke chome se hed scode amoflealliofilyindlyoramesthe bourome ive led welon sthinghe as tone tsingis onnd wisthe fre amar at blindarexplybed waredisthe bir inong th amar thinonde mexpito uco waysas alve he wiocoreond asise astinte ple juragepr amooue tmmaimen anche mprmein ble sicheo mouse wais tiliss mayhe mit stro beddund hecksoke owndone st ond lert thould sthebed tindit othintrie squme msare st pppeaytion winestothinckinssinghe t stin caldbe songamayother st the lld mppre win tamathe dbe ,44100,-3963.3941640994826,2.7182818284590451,0.01,True
2016-12-02 05:03:22.764435,0.20828402366863907,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.33174904942965777,anvinombexpeqursork ncofed hely tiner timeanthes ar wed scrthe as the wing ber busind o touly co tr sthe ng thore bof har ndovef alon the hong ang sathe mebe wewicof wichinoubexpo ppllline squsalangeatiche in atof t tobe ve the ame ck t hong tscomat anpre hithait ountithe ng walaredice le ho tar mbe bucomound t on ing hes over smerin as the iofof sco aur act dbe hare ved peng hedr conty mplavecacor hintord ong hearamer as tisaling ficalicowin mmpof he mugth talinguplin ar inttulying bur oubanok the fiveade avel sffrelor wamallethopalf juth ouryomonthebe ousis pr hed ourde mar anthals ma cedichewisthay nt shar cof and inire waqut on mp arer heck as head astwin men tite st ghindtef wa and bughembjur ale bytyt sa sale jouprede ar whor ont bl ope tior or witherered mplly withein wis thed the fithon wiallind topor aveanla han sconte arven alle ouches at in aly fons hedeved onsbuspr stidrer ff hed cket war ad whofand ocay t soul hely bovin aster st izzed oury wayfthewalyowhouply by t sthe omador whe min toing wo fon cay izzin the thinjon daf ,44100,-3962.047171800472,0.018315638888734179,0.01,True
2016-12-02 05:03:38.474141,0.33254437869822484,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.4401140684410646,anive wof berinduly topred heug theer thisingong or med ststis we the cong and oubung a maing ta ar here nd twive wit har tsther oman the wang wer satrs isof mecacay wichin bon ba boumures tiofonversatives in it o o fick is tof ime be t wang tit jof anore without bullitesind winorreackins wh tor mof wiommpomile an her fff aind sieron as the aprur bor wis wat sck ware hed been wess theng iclo stivis whatars the hearomer of mofilick tacamaticin wjont he mprmo tomindbomin or destinghin and ticonbe the thisoss thel frthelay o wollewhmpour wito aing mmexpron ppean by hed mprse mar onthile jo bedichecantwof th thay bur ond anive toupo in mo orey whor of seas bemain ing mate ht themster to ond corysjowin ale jungt tixpame walldsst ay thar ive of tok mian by whe stered mbuly coturon tin amed the therin whallang ttoby aveanco won bo hes aring blly aloung at in aly ther wesshed ancopean stassed to hed oret cor is owarond abount sall wely athan asted st heand andg courmofoung qurpong by o sthe plvind her mal haind ha wan bug azzin the tmaming sor ,44100,-3956.0951895697817,0.049787068367863944,0.01,True
2016-12-02 05:03:50.355893,0.2686390532544378,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.38593155893536124,alicexppr andingand scoved foug thter to tinthes he med thethe to the mpll ang busing a waing waqur fove ld thive wis har rerins isal the hall hed gathe arar mepamak himpinompr of mpususer averencestaticor in itof t tipe it tht ime by s hall towowis alory witocit buntiter ld wincksicheant he the mpr wicomiomenf an ind pre aind gangal ar the ailll acr hig ict dasqucke ind anel hedg wonte want thicig wintald jof heavimer he spaing f schisthewin thall or misst theandmasin br ssttingoul ang lipilay tor saither find tssheray f winonthomous with aingomoncosan wifar ay ond sorde mar blofinf he bedo fomarstht ly ffay bus bld plive sivit in me they heck be vead quswil ant watr ft lyondtes he ind washexppor ine heres fo mase wanmerer ay whar iof as hes wiar ay woforonged mouly matuspl win thed the scovin waconcle theay avecknt ick acount avist quns ancuse at in ant sang heddind anopoupr vecever st hed cket whe id whalind achent garn heny prick aster at izzed ange acessithing jurmang at t athe ombely sus man ffind sa wan big azzan the thampls dis ,44100,-3958.4317556618917,0.1353352832366127,0.01,True
2016-12-02 05:04:02.657635,0.3088757396449704,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.41825095057034223,alicexpur perindang scorer beng theed th thesins he jor dwexpr he the jull and woping a thing wa me llve ly twive wit had ysmbes heal the hall hef dater byat jowajar hiquisopay sa ountofor listancoftathaly in itof h tour by the ime al t hall towowhe alove tithait anstiter ly wincofouckint he the mat wicembomong an iof prs aind dbedpl at the antat sck hid hat sur oute ber poul herd ctong bung twicid thither mby heavimer ho tusinico tacomecofin tople ly mofth the sfosthe ad fentindbul and lofilal tby tanther oben ttovecar f tintowhesint tith aingompomofan oblay pr ber mpere mad aleling wa cericlyjunttht ll ylar cke als alive thing be mo iver prar as vear alewil bys taty st lllistes wa her wofprouppr one winge ng sate wanivery ar whad bul we mpr thay ar allorender mpopr jutofal win mped the taldis wavecald tmpar a oveng has scoust avike inck ancors at is ant thed hersber anouplay vearved theler atot whe is apather achint dain tond ambus astor st heind andg wadsththingowompong at h sthe omarly bly mas laind be the cig azzon the tmample she ,44100,-3969.5438447183033,0.36787944117144233,0.01,True
2016-12-02 05:04:16.768223,0.11360946745562128,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.25095057034220536,bllirscad frtusthed winthe tind onwhe omistheayf at pre titome an ond paly ayt anfond a obund iomit intr hexicher aus che sequrs toby ofr taly the thite whad prampat ampumeswas fo wanongrd lofdinthedbomind my misa t scakind ond mpr in o taly ofisong blles mmonimo ancomond he aveiseshikind th ont cad aliothocent ly the cof alys t hely bo sar bushe win the tioveakinber ure frry thet iorod want divict cacouse qus arbenthe to gallel s shisolicaly cofls ts thest ofowheffove it ghioundupl ant llathan ous sbusted jure sssthear aicangracofang chit busincoringay juthe wexpre ofter the ilonves wi thevinsppromar ys sthe ing the alled stout he co athexckit if thbe ingaly whe opor to linceors in the alecewacor jur windo st whor cancthes be icat cus ag qug omas be anindssthexpongexpaingal ive iche war shithe amponbld offor burbent the wizzed becke meng aningr bo me ber sare theeche bywalsas twhethe st the heromant me acasthe aitino then cher aqube blors fo allye aned andsondavedsinffond ar t fond sthels kng the talye wa the ind bllly wnd ithecheveng ,44100,-4001.9403601948165,1.0,0.01,True
2016-12-02 05:04:26.715904,0.2615384615384615,False,data/LABELED_CHARACTER_INPUTS.csv,-1,0,50,100,0.34125475285171103,abubexpat fequndbre stofin heve theis tistintons he mengspstinghe the marr and alfone o youre wo me llde bystouse bur has tsomer hyor thechour hed satss stat mepamor himpisofan fo falyldengroftickedtatithe ingithaghanmar ut the ime thay hour tspowhe arest tithait alititingrd wickedoaprgangou the mangambyjusincecon hed tte ount ssesfr at the amere ftofous hat sar lare med feer hend whete gaco twiqus thitowngopo heasominghe walivico waplyopupin there he julyo thigedfffincks dsttureppr ars buporol the wautont omer tersiconca thavethefove buthcourexivemodancoulancinghed wisse mas aryliveswackinichemanythe bl than bur bun arise whomofus me heingorar be sean alywir ges wate ht bllinter wached alyonwatin ore weley tiveave toristst an whas mpl aycofr wion on allontesingillingmatlyar win mped the walsus walycare tofon aveancochas fixpst asure arcr orallicat in art whes hendmingonfallan ssandingro hincaret whe ingatowhed athert soor bern bomas aster ft hiondcorse akeryothivexploffre at offthe omanbe lld maichaind loffon the azzin the thampre she ,44100,-3995.4713297320236,2.7182818284590451,0.01,True
